Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location,Car_Age
Petrol,99715,Automatic,2,Skoda,Skoda Rapid,2016,680000.0,2016,5,1598,14.3,Chennai,8
Petrol,44386,Manual,1,Datsun,Datsun GO Plus,2018,413999.99999999994,2019,7,1198,19.02,Chennai,6
Petrol,56200,Manual,1,Volkswagen,Volkswagen Polo,2014,380000.0,2014,5,1598,15.26,Chennai,10
Petrol,17003,Manual,1,Datsun,Datsun GO Plus,2018,428000.0,2018,7,1198,19.02,Chennai,6
Petrol,44632,Automatic,1,Hyundai,Hyundai Grand i10,2014,465000.00000000006,2014,5,1197,18.9,Chennai,10
Petrol,32091,Automatic,1,Hyundai,Hyundai Creta,2018,1034000.0,2018,5,1591,13.0,Chennai,6
Petrol,22740,Automatic,2,Renault,Renault Triber,2021,772000.0,2021,7,999,18.2,Chennai,3
Diesel,98000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,2016,3500000.0,2016,5,2143,17.9,Chennai,8
Petrol,95495,Manual,1,Volkswagen,Volkswagen Ameo,2018,450000.0,2018,5,1198,17.0,Chennai,6
Petrol,122533,Manual,2,Hyundai,Hyundai Verna,2010,210000.0,2010,5,1591,17.01,Chennai,14
Petrol,55320,Manual,1,Maruti,Maruti Swift Dzire,2013,409999.99999999994,2013,5,1197,22.41,Chennai,11
Diesel,68459,Manual,1,Hyundai,Hyundai i20,2012,325000.0,2012,5,1396,21.9,Chennai,12
Petrol,14195,Manual,1,Honda,Honda Amaze,2016,450000.0,2016,5,1199,18.6,Chennai,8
Petrol,67900,Manual,1,Hyundai,Hyundai i20,2012,280000.0,2012,5,1197,18.6,Chennai,12
Petrol,47756,Automatic,1,Maruti,Maruti Wagon R,2017,409999.99999999994,2017,5,998,20.51,Chennai,7
Petrol,42856,Automatic,1,Hyundai,Hyundai Grand i10,2016,520000.0,2016,5,1197,18.9,Chennai,8
Diesel,43000,Manual,1,Volkswagen,Volkswagen Polo,2014,560000.0,2014,5,1498,20.14,Chennai,10
Petrol,27652,Manual,2,Toyota,Toyota Yaris,2019,702000.0,2019,5,1496,17.1,Chennai,5
Petrol,23539,Manual,1,Renault,Renault Triber,2021,656000.0,2021,7,999,20.0,Chennai,3
Petrol,50000,Manual,1,Maruti,Maruti Ciaz,2015,525000.0,2015,5,1373,20.73,Chennai,9
Petrol,18861,Manual,2,Maruti,Maruti Alto K10,2017,357000.0,2017,5,998,24.39,Chennai,7
Petrol,41138,Manual,1,Maruti,Maruti Swift,2017,512000.0,2017,5,1197,20.4,Chennai,7
Petrol,55039,Manual,1,Hyundai,Hyundai i10,2012,250000.0,2012,5,1086,19.81,Chennai,12
Petrol,41361,Manual,2,Hyundai,Hyundai i20,2018,700000.0,2018,5,1197,18.6,Chennai,6
Diesel,81037,Manual,1,Ford,Ford Ecosport,2015,535000.0,2015,5,1498,23.0,Chennai,9
Petrol,28897,Automatic,2,Honda,Honda Jazz,2017,641000.0,2018,5,1199,19.0,Chennai,7
Petrol,46308,Manual,2,Mahindra,Mahindra KUV 100,2016,339000.0,2016,6,1198,18.15,Chennai,8
Petrol,80033,Manual,1,Hyundai,Hyundai Santro Xing,2009,170000.0,2009,5,1086,10.0,Chennai,15
Diesel,15000,Automatic,2,Mini,Mini Cooper Countryman,2015,2650000.0,2015,5,1995,19.19,Chennai,9
Petrol,100056,Manual,1,Maruti,Maruti Wagon R,2012,310000.0,2012,5,1197,20.52,Chennai,12
Petrol,90062,Manual,1,Hyundai,Hyundai i20,2018,725000.0,2018,5,1197,18.6,Chennai,6
Petrol,80030,Manual,3,Chevrolet,Chevrolet Optra,2005,114999.99999999999,2005,5,1599,17.4,Chennai,19
Diesel,90042,Automatic,1,Mahindra,Mahindra TUV 300,2016,645000.0,2016,7,1493,18.49,Chennai,8
Petrol,78030,Manual,1,Maruti,Maruti Wagon R,2017,440000.00000000006,2017,5,1197,20.52,Chennai,7
Diesel,55000,Automatic,2,BMW,BMW X3,2013,1650000.0,2013,5,1995,16.09,Chennai,11
Diesel,100049,Automatic,1,Hyundai,Hyundai Santa Fe,2014,975000.0,2014,7,2199,13.01,Chennai,10
Diesel,138033,Manual,1,Chevrolet,Chevrolet Tavera,2010,535000.0,2010,7,2499,14.8,Chennai,14
Petrol,14126,Manual,1,Datsun,Datsun GO Plus,2018,433000.0,2018,7,1198,19.02,Chennai,6
Petrol,35464,Manual,1,Renault,Renault Duster,2020,1044999.9999999999,2020,5,1330,16.42,Chennai,4
Diesel,100036,Manual,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2013,550000.0,2013,7,2696,12.83,Chennai,11
Petrol,55161,Manual,3,Hyundai,Hyundai Grand i10,2015,411000.00000000006,2016,5,1197,18.9,Chennai,9
Petrol,33771,Automatic,1,Hyundai,Hyundai Santro,2019,518000.0,2019,5,1086,20.3,Chennai,5
Diesel,75011,Manual,1,Chevrolet,Chevrolet Enjoy,2016,525000.0,2016,8,1248,18.2,Chennai,8
Petrol,41659,Manual,1,Hyundai,Hyundai Verna,2016,647000.0,2016,5,1591,17.01,Chennai,8
Diesel,126055,Automatic,2,Volvo,Volvo S 80,2012,925000.0,2012,5,2400,16.0,Chennai,12
Petrol,19935,Manual,1,Tata,Tata Tigor,2020,645000.0,2020,5,1199,20.3,Chennai,4
Petrol,61126,Manual,1,Datsun,Datsun RediGO,2016,252999.99999999997,2016,5,799,22.7,Chennai,8
Diesel,100043,Manual,2,Mitsubishi,Mitsubishi Pajero,2012,1025000.0,2012,7,2477,13.5,Chennai,12
Diesel,70034,Manual,1,Mitsubishi,Mitsubishi Pajero,2013,1175000.0,2013,7,2477,13.5,Chennai,11
Diesel,90068,Manual,2,Volkswagen,Volkswagen Polo,2018,600000.0,2018,5,1498,20.14,Chennai,6
Petrol,86694,Manual,1,Hyundai,Hyundai Xcent,2015,405000.0,2015,5,1197,19.1,Chennai,9
Diesel,86000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,1040000.0,2011,5,2143,15.8,Chennai,13
Petrol,79399,Manual,1,Maruti,Maruti Ciaz,2015,585000.0,2015,5,1373,20.73,Chennai,9
Diesel,86038,Automatic,1,Audi,Audi A4,2012,1175000.0,2012,5,1968,16.55,Chennai,12
Petrol,69863,Manual,1,Maruti,Maruti Wagon R,2015,385000.0,2015,5,998,18.9,Chennai,9
Diesel,2000022,Manual,1,Toyota,Toyota Innova Crysta,2017,1750000.0,2017,7,2393,13.68,Chennai,7
Petrol,133727,Manual,1,Hyundai,Hyundai i10,2013,310000.0,2013,5,1197,20.36,Chennai,11
Petrol,85781,Automatic,1,Hyundai,Hyundai Creta,2016,916000.0,2016,5,1591,13.0,Chennai,8
Diesel,8837,Manual,1,Tata,Tata Altroz,2022,800000.0,2022,5,1497,23.64,Chennai,2
Diesel,120057,Manual,2,Toyota,Toyota Corolla Altis,2011,475000.0,2011,5,1364,21.43,Chennai,13
Petrol,48527,Manual,1,Toyota,Toyota Glanza,2019,699000.0,2019,5,1197,22.35,Chennai,5
Diesel,71096,Manual,2,Honda,Honda WR-V,2017,714000.0,2017,5,1498,25.5,Chennai,7
Petrol,22000,Manual,1,Honda,Honda Amaze,2020,750000.0,2020,5,1199,18.6,Chennai,4
Petrol,110054,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,626000.0,2020,5,1197,20.7,Chennai,4
Petrol,85028,Manual,1,Honda,Honda City,2012,465000.00000000006,2012,5,1497,17.4,Chennai,12
Petrol,10990,Manual,1,Honda,Honda City,2021,1268000.0,2022,5,1498,18.6,Chennai,3
Petrol,115484,Manual,2,Hyundai,Hyundai Elantra,2017,805000.0000000001,2017,5,1999,14.59,Chennai,7
Diesel,80062,Manual,2,Skoda,Skoda Yeti,2011,475000.0,2011,5,1968,17.67,Chennai,13
Diesel,80039,Manual,1,Skoda,Skoda Rapid,2012,375000.0,2012,5,1598,20.5,Chennai,12
Petrol,16473,Manual,1,Maruti,Maruti S-Presso,2020,509999.99999999994,2020,5,998,21.7,Chennai,4
Petrol,8000,Automatic,1,BMW,BMW X5,2022,9350000.0,2022,5,2998,11.24,Chennai,2
Petrol,53819,Automatic,1,Maruti,Maruti Baleno,2017,660000.0,2017,5,1197,21.4,Chennai,7
Diesel,100060,Manual,2,Mahindra,Mahindra Scorpio,2011,495000.0,2011,8,2179,15.4,Chennai,13
Petrol,93000,Automatic,1,Volkswagen,Volkswagen Vento,2017,790000.0,2017,5,1197,18.19,Chennai,7
Diesel,82000,Manual,1,Maruti,Maruti Ertiga,2013,690000.0,2013,7,1248,20.77,Chennai,11
Diesel,100057,Automatic,1,BMW,BMW 5 Series,2013,1450000.0,2013,5,1995,18.12,Chennai,11
Diesel,102497,Manual,1,Hyundai,Hyundai Verna,2018,827000.0,2018,5,1582,22.0,Chennai,6
Petrol,97942,Manual,2,Toyota,Toyota Etios,2011,345000.0,2012,5,1496,17.6,Chennai,13
Petrol,78423,Manual,1,Volkswagen,Volkswagen Polo,2019,650000.0,2019,5,999,18.78,Chennai,5
Petrol,43088,Manual,2,Maruti,Maruti Alto 800,2014,244000.0,2014,5,796,22.05,Chennai,10
Petrol,14103,Manual,1,Renault,Renault Kiger,2021,815000.0,2021,5,999,20.5,Chennai,3
Diesel,74000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,1100000.0,2011,5,2143,15.8,Chennai,13
Petrol,41285,Automatic,1,Toyota,Toyota Urban cruiser,2022,1150000.0,2022,5,1462,18.76,Chennai,2
Petrol,76554,Manual,3,Ford,Ford Figo,2012,210000.0,2012,5,1196,15.6,Chennai,12
Petrol,25119,Manual,1,Datsun,Datsun GO Plus,2018,391000.0,2018,7,1198,19.02,Chennai,6
Petrol,4977,Manual,1,Volkswagen,Volkswagen Taigun,2022,1529000.0,2022,5,999,20.08,Chennai,2
Petrol,10000,Automatic,1,Volvo,Volvo XC40,2023,5300000.0,2023,5,1969,12.18,Chennai,1
Petrol,85037,Automatic,3,Honda,Honda New Accord,2004,250000.0,2004,5,2997,9.0,Chennai,20
Petrol,2177,Manual,2,Maruti,Maruti S-Presso,2021,549000.0,2021,5,998,21.7,Chennai,3
Diesel,40511,Manual,1,Ford,Ford Ecosport,2018,860000.0,2018,5,1498,21.7,Chennai,6
Petrol,30400,Manual,1,Hyundai,Hyundai Venue,2021,1145000.0,2021,5,998,18.0,Chennai,3
Diesel,75000,Manual,1,Honda,Honda WR-V,2017,790000.0,2017,5,1498,25.5,Chennai,7
Petrol,27600,Automatic,1,Skoda,Skoda Kushaq,2021,1650000.0,2021,5,999,17.2,Chennai,3
Diesel,53908,Manual,1,Hyundai,Hyundai Grand i10,2015,475000.0,2015,5,1120,24.0,Chennai,9
Diesel,46000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2017,4950000.0,2017,5,2143,17.9,Chennai,7
Petrol,9471,Automatic,1,Tata,Tata Punch,2021,828999.9999999999,2021,5,1199,18.8,Chennai,3
Petrol,12011,Automatic,1,Tata,Tata Tiago,2020,648000.0,2020,5,1199,23.84,Chennai,4
Petrol,85000,Automatic,2,Volkswagen,Volkswagen Vento,2011,375000.0,2011,5,1598,14.4,Chennai,13
Petrol,27370,Automatic,1,Hyundai,Hyundai Creta,2016,964000.0,2017,5,1591,13.0,Chennai,8
Petrol,53098,Manual,2,Hyundai,Hyundai EON,2016,288000.0,2017,5,814,21.1,Chennai,8
Petrol,51680,Manual,1,Datsun,Datsun RediGO,2019,340000.0,2019,5,799,22.7,Chennai,5
Petrol,35821,Automatic,2,Honda,Honda City,2018,906000.0,2018,5,1497,18.0,Chennai,6
Petrol,60000,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2013,3300000.0,2013,5,1999,12.07,Chennai,11
Petrol,39323,Automatic,2,Hyundai,Hyundai i20,2018,686000.0,2018,5,1197,17.4,Chennai,6
Petrol,60799,Manual,1,Renault,Renault KWID,2016,335000.0,2016,5,799,25.17,Chennai,8
Diesel,130000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2014,1350000.0,2014,5,2143,14.84,Chennai,10
Petrol,63000,Automatic,1,Toyota,Toyota Camry,2014,1800000.0,2014,5,2494,19.16,Chennai,10
Diesel,50000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,4900000.0,2017,5,2987,17.0,Chennai,7
Diesel,22600,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,5750000.0,2021,5,1995,19.62,Chennai,3
Petrol,30000,Manual,1,Maruti,Maruti Ciaz,2021,900000.0,2021,5,1462,20.65,Chennai,3
Petrol,58619,Manual,1,Hyundai,Hyundai Verna,2018,900000.0,2018,5,1591,17.0,Chennai,6
Petrol,23300,Manual,1,Ford,Ford Ecosport,2019,890000.0,2019,5,1497,17.0,Chennai,5
Petrol,121032,Manual,3,Hyundai,Hyundai i20,2010,280000.0,2010,5,1197,17.0,Chennai,14
Petrol,91000,Manual,1,Hyundai,Hyundai i10,2010,265000.0,2010,5,1197,20.36,Chennai,14
Diesel,30000,Manual,1,Kia,Kia Seltos,2020,1200000.0,2020,5,1493,20.8,Chennai,4
Petrol,82171,Manual,2,Maruti,Maruti Baleno,2019,574000.0,2019,5,1197,21.4,Chennai,5
Cng,18551,Manual,1,Tata,Tata Tiago,2022,711000.0,2022,5,1199,26.49,Chennai,2
Petrol,35000,Automatic,1,Hyundai,Hyundai i20,2020,960000.0,2020,5,998,20.28,Chennai,4
Petrol,50252,Manual,1,Maruti,Maruti Alto 800,2016,273000.0,2016,5,796,24.7,Chennai,8
Petrol,34715,Manual,2,Honda,Honda Amaze,2019,593000.0,2019,5,1199,19.5,Chennai,5
Petrol,30197,Automatic,1,MG,MG Hector,2020,1725000.0,2020,5,1451,13.96,Chennai,4
Petrol,79089,Manual,2,Hyundai,Hyundai Creta,2018,844999.9999999999,2018,5,1591,13.0,Chennai,6
Petrol,24035,Manual,2,Nissan,Nissan Sunny,2011,300000.0,2011,5,1498,16.95,Chennai,13
Diesel,39605,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,735000.0,2020,5,1186,26.2,Chennai,4
Petrol,66992,Automatic,1,Maruti,Maruti Wagon R,2016,407000.0,2016,5,998,20.51,Chennai,8
Diesel,50000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2021,5900000.0,2021,5,1950,19.0,Chennai,3
Petrol,29973,Manual,1,Maruti,Maruti Celerio,2017,459999.99999999994,2017,5,998,21.63,Chennai,7
Petrol,49791,Manual,1,Renault,Renault KWID,2018,360000.0,2018,5,799,25.17,Chennai,6
Petrol,52609,Automatic,1,MG,MG Hector,2020,1650000.0,2020,5,1451,13.96,Chennai,4
Petrol,70000,Manual,1,Honda,Honda Jazz,2010,360000.0,2010,5,1198,16.0,Chennai,14
Petrol,23000,Manual,1,Honda,Honda WR-V,2018,700000.0,2018,5,1199,17.5,Chennai,6
Petrol,52172,Manual,1,Maruti,Maruti Alto,2010,210000.0,2010,5,796,19.7,Chennai,14
Diesel,29041,Manual,1,Hyundai,Hyundai Creta,2022,1825000.0,2022,5,1493,14.0,Chennai,2
Petrol,67022,Automatic,1,Nissan,Nissan Micra,2017,484999.99999999994,2017,5,1198,19.34,Chennai,7
Petrol,9900,Automatic,1,Audi,Audi A8,2021,9000000.0,2021,5,2995,11.7,Chennai,3
Diesel,103651,Manual,2,Volkswagen,Volkswagen Ameo,2016,513000.0,2016,5,1498,21.66,Chennai,8
Petrol,49682,Automatic,1,Honda,Honda Amaze,2016,520000.0,2017,5,1198,15.5,Chennai,8
Diesel,31000,Automatic,1,Volvo,Volvo XC60,2018,4800000.0,2018,5,1984,14.7,Chennai,6
Petrol,53751,Manual,3,Renault,Renault KWID,2018,305000.0,2018,5,799,25.17,Chennai,6
Petrol,111283,Manual,2,Maruti,Maruti Alto 800,2015,238000.0,2015,5,796,22.05,Chennai,9
Diesel,63000,Manual,2,Ford,Ford Ecosport,2013,540000.0,2013,5,1498,22.7,Chennai,11
Petrol,52509,Manual,1,Datsun,Datsun GO Plus,2016,362000.0,2016,7,1198,19.44,Chennai,8
Diesel,69319,Manual,1,Nissan,Nissan Micra,2017,459999.99999999994,2017,5,1461,23.08,Chennai,7
Petrol,89191,Manual,1,Maruti,Maruti Celerio,2018,451000.0,2019,5,998,25.24,Chennai,6
Diesel,123152,Manual,1,Mahindra,Mahindra KUV 100,2017,442000.0,2017,6,1198,25.32,Chennai,7
Diesel,65000,Automatic,2,Audi,Audi A6,2013,1480000.0,2013,5,1968,17.68,Chennai,11
Diesel,116413,Manual,1,Honda,Honda Amaze,2014,430000.0,2014,5,1498,25.8,Chennai,10
Petrol,56000,Automatic,1,Audi,Audi A6,2015,2290000.0,2016,5,1798,15.26,Chennai,9
Petrol,78000,Automatic,1,Audi,Audi A6,2015,2089999.9999999998,2016,5,1798,15.26,Chennai,9
Diesel,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2020,7500000.0,2020,5,1950,19.0,Chennai,4
Petrol,2000,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GLA 35,2022,6450000.0,2022,5,1991,19.0,Chennai,2
Petrol,300,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG A 35,2022,5900000.0,2022,5,1991,19.0,Chennai,2
Petrol,11600,Manual,1,Hyundai,Hyundai Venue,2022,950000.0,2022,5,1197,11.0,Chennai,2
Petrol,18377,Manual,1,MG,MG Hector,2021,1750000.0,2021,5,1451,15.81,Chennai,3
Petrol,97000,Automatic,2,Honda,Honda City,2010,365000.0,2010,5,1497,16.8,Chennai,14
Petrol,75184,Manual,1,Hyundai,Hyundai EON,2015,287000.0,2015,5,814,21.1,Chennai,9
Petrol,49387,Manual,2,Maruti,Maruti Swift Dzire,2014,437000.0,2014,5,1197,22.41,Chennai,10
Petrol,81000,Manual,1,Hyundai,Hyundai i10,2011,310000.0,2011,5,1197,20.36,Chennai,13
Petrol,80320,Manual,1,Maruti,Maruti Wagon R,2010,287000.0,2011,5,998,18.9,Chennai,14
Petrol,8608,Automatic,1,Skoda,Skoda Rapid,2021,1202000.0,2021,5,999,16.24,Chennai,3
Diesel,96892,Manual,3,Nissan,Nissan Terrano,2015,515000.00000000006,2015,5,1461,19.01,Chennai,9
Diesel,75000,Manual,1,Renault,Renault Duster,2016,665000.0,2016,5,1461,19.87,Chennai,8
Petrol,61237,Manual,1,Maruti,Maruti Alto 800,2016,279000.0,2016,5,796,22.05,Chennai,8
Petrol,32806,Manual,1,Nissan,Nissan Magnite,2021,766000.0,2021,5,999,20.0,Chennai,3
Petrol,52138,Manual,1,Renault,Renault KWID,2019,380000.0,2019,5,999,23.01,Chennai,5
Petrol,37429,Manual,1,Volkswagen,Volkswagen Ameo,2016,520000.0,2016,5,999,19.44,Chennai,8
Petrol,78978,Manual,2,Maruti,Maruti Wagon R,2010,260000.0,2010,5,998,21.79,Chennai,14
Diesel,100000,Manual,2,Toyota,Toyota Fortuner,2012,1475000.0,2012,7,2982,13.0,Chennai,12
Diesel,96000,Automatic,2,Mercedes-Benz,Mercedes-Benz M-Class,2014,1975000.0,2014,5,2143,15.26,Chennai,10
Diesel,69000,Automatic,1,Skoda,Skoda Kodiaq,2018,2800000.0,2018,7,1968,16.25,Chennai,6
Petrol,52044,Manual,1,Honda,Honda Brio,2015,450000.0,2015,5,1198,19.4,Chennai,9
Petrol,37000,Automatic,1,Audi,Audi A3,2019,2425000.0,2019,5,1395,19.2,Chennai,5
Petrol,8541,Manual,1,Renault,Renault Triber,2023,840000.0,2023,7,999,20.0,Chennai,1
Petrol,30000,Automatic,2,Skoda,Skoda Rapid,2019,710000.0,2019,5,1598,14.84,Chennai,5
Petrol,44768,Automatic,1,Maruti,Maruti Celerio X,2018,459000.0,2018,5,998,21.63,Chennai,6
Petrol,27062,Manual,1,Ford,Ford Ecosport,2020,769000.0,2020,5,1496,15.9,Chennai,4
Petrol,46973,Manual,1,Hyundai,Hyundai Verna,2018,900000.0,2018,5,1591,17.0,Chennai,6
Petrol,22239,Manual,1,Volkswagen,Volkswagen Virtus,2022,1277000.0,2022,5,999,19.4,Chennai,2
Petrol,16455,Manual,1,Tata,Tata Nexon,2021,969000.0,2021,5,1199,17.57,Chennai,3
Diesel,20000,Automatic,1,BMW,BMW 5 Series,2021,6000000.0,2021,5,1995,20.37,Chennai,3
Petrol,5107,Automatic,1,Tata,Tata Altroz,2022,942000.0,2022,5,1199,18.5,Chennai,2
Petrol,34000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,690000.0,2022,5,1197,20.7,Chennai,2
Petrol,88923,Automatic,1,Jeep,Jeep Compass,2018,1256000.0,2018,5,1368,16.0,Chennai,6
Petrol,94581,Manual,2,Maruti,Maruti Wagon R,2013,288000.0,2013,5,998,18.9,Chennai,11
Diesel,71000,Automatic,1,Land Rover,Land Rover Discovery,2017,3600000.0,2017,7,2993,18.0,Chennai,7
Petrol,30924,Manual,1,Hyundai,Hyundai i20,2021,950000.0,2021,5,998,20.0,Chennai,3
Diesel,53000,Manual,1,Honda,Honda WR-V,2017,890000.0,2017,5,1498,25.5,Chennai,7
Diesel,43000,Manual,1,Ford,Ford Ecosport,2016,660000.0,2016,5,1498,21.7,Chennai,8
Petrol,21000,Automatic,1,Toyota,Toyota Camry,2020,3900000.0,2020,5,2487,19.16,Chennai,4
Diesel,108513,Manual,2,Honda,Honda Amaze,2013,380000.0,2014,5,1498,25.8,Chennai,11
Diesel,91000,Automatic,1,Skoda,Skoda Rapid,2015,675000.0,2015,5,1498,21.66,Chennai,9
Petrol,37000,Automatic,1,Lexus,Lexus ES,2018,5000000.0,2018,5,2487,22.37,Chennai,6
Diesel,71721,Manual,1,Honda,Honda WR-V,2021,971000.0000000001,2021,5,1498,23.7,Chennai,3
Petrol,39276,Manual,1,Renault,Renault KWID,2019,352000.0,2019,5,999,23.01,Chennai,5
Diesel,35000,Automatic,1,Jaguar,Jaguar XF,2014,2300000.0,2014,5,1999,19.33,Chennai,10
Diesel,85616,Automatic,1,Maruti,Maruti Vitara Brezza,2019,866000.0,2019,5,1248,24.3,Chennai,5
Petrol,56380,Manual,1,Toyota,Toyota Etios,2016,508000.0,2016,5,1496,16.78,Chennai,8
Petrol,83000,Manual,3,Hyundai,Hyundai i20,2009,260000.0,2009,5,1197,18.5,Chennai,15
Diesel,66211,Manual,1,Maruti,Maruti Vitara Brezza,2016,796000.0,2016,5,1248,24.3,Chennai,8
Petrol,37000,Automatic,1,Audi,Audi A3,2019,2480000.0,2019,5,1395,19.2,Chennai,5
Petrol,60662,Manual,1,Hyundai,Hyundai Grand i10,2016,434000.0,2016,5,1197,18.9,Chennai,8
Petrol,24140,Automatic,1,Tata,Tata Punch,2021,782000.0,2021,5,1199,18.8,Chennai,3
Petrol,56000,Automatic,1,Audi,Audi A6,2015,2089999.9999999998,2016,5,1798,15.26,Chennai,9
Petrol,47000,Automatic,1,Audi,Audi Q3,2017,2480000.0,2018,5,1395,16.9,Chennai,7
Diesel,54700,Automatic,1,Audi,Audi Q3,2016,1989999.9999999998,2017,5,1968,15.73,Chennai,8
Petrol,27000,Automatic,1,Hyundai,Hyundai i20,2021,1090000.0,2021,5,998,20.28,Chennai,3
Diesel,63000,Manual,2,Chevrolet,Chevrolet Beat,2013,350000.0,2014,5,936,25.44,Chennai,11
Diesel,65000,Automatic,1,BMW,BMW X1,2019,3375000.0,2020,5,1995,20.68,Chennai,5
Diesel,81000,Automatic,4,Audi,Audi A6,2013,994999.9999999999,2014,5,2967,14.57,Chennai,11
Diesel,94000,Automatic,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,2480000.0,2014,7,2987,11.3,Chennai,10
Petrol,11000,Automatic,1,Kia,Kia Carens,2022,1950000.0,2022,7,1353,16.5,Chennai,2
Petrol,12901,Automatic,1,Volkswagen,Volkswagen Virtus,2022,1621000.0,2022,5,999,18.12,Chennai,2
Petrol,29708,Automatic,1,Datsun,Datsun GO,2019,471000.0,2020,5,1198,19.59,Chennai,5
Petrol,22186,Automatic,1,MG,MG Astor,2021,1689999.9999999998,2021,5,1498,14.85,Chennai,3
Petrol,71413,Manual,1,Datsun,Datsun GO Plus,2019,396000.0,2019,7,1198,19.02,Chennai,5
Petrol,50046,Manual,3,Hyundai,Hyundai i20,2011,301000.0,2011,5,1197,17.0,Chennai,13
Petrol,57600,Automatic,1,Kia,Kia Seltos,2019,1490000.0,2019,5,1353,16.2,Chennai,5
Petrol,46116,Manual,2,Datsun,Datsun GO,2019,393000.0,2019,5,1198,19.83,Chennai,5
Petrol,11700,Automatic,1,Audi,Audi Q2,2020,2680000.0,2021,5,1984,19.0,Chennai,4
Diesel,24602,Automatic,1,Tata,Tata New Safari,2021,1891000.0,2021,6,1956,14.08,Chennai,3
Petrol,81454,Manual,1,Volkswagen,Volkswagen Polo,2018,555000.0,2018,5,999,18.78,Chennai,6
Petrol,6000,Automatic,1,BMW,BMW 3 Series,2022,6000000.0,2022,5,1998,16.13,Chennai,2
Petrol,37655,Automatic,1,Ford,Ford Ecosport,2019,990000.0,2019,5,1497,14.8,Chennai,5
Diesel,73000,Automatic,2,Audi,Audi A4,2013,1390000.0,2013,5,1968,17.11,Chennai,11
Petrol,15100,Manual,1,Volkswagen,Volkswagen Vento,2017,850000.0,2018,5,1598,16.09,Chennai,7
Diesel,70000,Automatic,2,Audi,Audi Q3,2016,2425000.0,2016,5,1968,15.17,Chennai,8
Diesel,75000,Automatic,2,Audi,Audi Q3,2016,2350000.0,2017,5,1968,15.17,Chennai,8
Petrol,15000,Automatic,0,Audi,Audi Q3,2022,4400000.0,2022,1,1984,19.0,Chennai,2
Petrol,23700,Manual,1,Kia,Kia Sonet,2020,1050000.0,2020,5,998,18.2,Chennai,4
Petrol,7087,Manual,0,Renault,Renault Kiger,2022,972000.0000000001,2022,7,999,20.5,Chennai,2
Petrol,40000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,725000.0,2020,5,1197,20.7,Chennai,4
Petrol,58155,Manual,2,Renault,Renault KWID,2016,316000.0,2016,5,799,25.17,Chennai,8
Petrol,30015,Automatic,3,Ford,Ford Ecosport,2020,860000.0,2020,5,1497,14.8,Chennai,4
Petrol,5239,Automatic,1,Hyundai,Hyundai Aura,2022,890000.0,2022,5,1197,20.1,Chennai,2
Petrol,62606,Manual,2,Hyundai,Hyundai i10,2011,250999.99999999997,2011,5,1197,20.36,Chennai,13
Petrol,65287,Manual,1,Tata,Tata Tiago,2017,433000.0,2017,5,1199,23.84,Chennai,7
Diesel,12000,Automatic,2,Audi,Audi A3,2019,3200000.0,2019,5,1968,20.38,Chennai,5
Diesel,50267,Automatic,1,Maruti,Maruti Ciaz,2018,715000.0,2018,5,1248,28.09,Chennai,6
Petrol,87277,Automatic,1,Maruti,Maruti Alto K10,2015,345000.0,2015,5,998,23.95,Chennai,9
Petrol,11323,Manual,1,Maruti,Maruti SX4 S Cross,2021,855000.0000000001,2021,5,1462,18.55,Chennai,3
Petrol,90487,Automatic,1,Maruti,Maruti Celerio,2016,365000.0,2016,5,998,26.0,Chennai,8
Petrol,55405,Manual,1,Maruti,Maruti Zen Estilo,2010,220000.00000000003,2010,5,998,19.0,Chennai,14
Diesel,15000,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,6075000.0,2022,5,1995,19.62,Chennai,2
Diesel,31450,Manual,1,Mahindra,Mahindra TUV 300,2017,890000.0,2017,7,1493,18.49,Chennai,7
Diesel,90000,Automatic,1,Audi,Audi Q3,2013,1350000.0,2013,5,1968,15.73,Chennai,11
Petrol,36000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2012,1220000.0,2012,5,1991,14.74,Chennai,12
