Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location,Car_Age
Petrol,16883,Automatic,1,Honda,Honda Amaze,2019,838000.0000000001,2019,5,1199,19.0,Bangalore,5
Diesel,86000,Manual,2,Renault,Renault Duster,2013,625000.0,2013,5,1461,19.6,Bangalore,11
Petrol,88000,Automatic,1,Skoda,Skoda Octavia,2016,1125000.0,2016,5,1798,15.1,Bangalore,8
Diesel,34000,Automatic,1,Jeep,Jeep Compass,2020,2545000.0,2020,5,1956,17.1,Bangalore,4
Diesel,110000,Manual,1,Skoda,Skoda Fabia,2013,345000.0,2013,5,1199,20.86,Bangalore,11
Diesel,55398,Manual,1,Renault,Renault Duster,2020,999000.0,2020,5,1461,19.87,Bangalore,4
Petrol,54000,Automatic,2,Ford,Ford Ecosport,2015,675000.0,2015,5,1496,14.7,Bangalore,9
Petrol,25829,Manual,1,Volkswagen,Volkswagen Polo,2019,875000.0,2019,5,999,18.78,Bangalore,5
Petrol,36913,Manual,1,Maruti,Maruti Celerio,2016,484999.99999999994,2016,5,998,23.1,Bangalore,8
Diesel,34000,Manual,1,Hyundai,Hyundai i20,2018,775000.0,2018,5,1396,22.54,Bangalore,6
Petrol,42162,Automatic,2,Maruti,Maruti Swift,2018,655000.0,2018,5,1197,22.56,Bangalore,6
Petrol,48041,Automatic,2,Maruti,Maruti Celerio,2016,525000.0,2016,5,998,23.1,Bangalore,8
Petrol,43285,Manual,3,Renault,Renault KWID,2020,442000.0,2020,5,999,23.01,Bangalore,4
Petrol,44326,Manual,1,Hyundai,Hyundai i20,2012,476000.0,2012,5,1197,18.5,Bangalore,12
Petrol,62984,Automatic,2,Volkswagen,Volkswagen Polo,2017,865000.0,2017,5,1197,17.21,Bangalore,7
Petrol,99276,Manual,2,Maruti,Maruti Swift,2010,338000.0,2010,5,1197,22.38,Bangalore,14
Petrol,42812,Automatic,2,Hyundai,Hyundai Creta,2018,1299000.0,2018,5,1591,13.0,Bangalore,6
Petrol,57770,Manual,1,Maruti,Maruti Swift,2013,492000.0,2014,5,1197,22.38,Bangalore,11
Petrol,42220,Automatic,3,Hyundai,Hyundai Grand i10,2017,544000.0,2017,5,1197,18.9,Bangalore,7
Diesel,66977,Automatic,1,Mahindra,Mahindra XUV500,2016,1365000.0,2016,7,2179,16.0,Bangalore,8
Petrol,29916,Manual,1,Hyundai,Hyundai Venue,2021,1085000.0,2021,5,998,18.0,Bangalore,3
Petrol,10066,Automatic,1,Skoda,Skoda Slavia,2022,1488000.0,2022,5,999,18.07,Bangalore,2
Petrol,39243,Automatic,2,Skoda,Skoda Rapid,2019,939000.0,2019,5,1598,14.84,Bangalore,5
Petrol,36309,Automatic,2,Skoda,Skoda Rapid,2017,888000.0000000001,2018,5,1598,14.84,Bangalore,7
Petrol,69408,Automatic,1,Maruti,Maruti Celerio,2014,425000.0,2014,5,998,23.1,Bangalore,10
Petrol,12064,Automatic,2,Honda,Honda Amaze,2019,818000.0,2019,5,1199,19.0,Bangalore,5
Diesel,74000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,1944000.0000000002,2013,5,2143,14.21,Bangalore,11
Petrol,18000,Automatic,1,Maruti,Maruti Swift,2018,695000.0,2018,5,1197,22.0,Bangalore,6
Petrol,59000,Automatic,1,Volkswagen,Volkswagen Vento,2010,475000.0,2010,5,1598,14.4,Bangalore,14
Petrol,17190,Manual,1,Hyundai,Hyundai Grand i10,2018,551000.0,2019,5,1197,18.9,Bangalore,6
Petrol,58323,Manual,1,Maruti,Maruti Wagon R,2013,352000.0,2013,5,998,18.9,Bangalore,11
Petrol,40765,Manual,1,Honda,Honda City,2015,600000.0,2015,5,1497,17.8,Bangalore,9
Petrol,58198,Automatic,2,Maruti,Maruti Celerio,2016,479000.0,2016,5,998,26.0,Bangalore,8
Petrol,42976,Manual,1,Hyundai,Hyundai Grand i10,2019,559000.0,2019,5,1197,18.9,Bangalore,5
Diesel,104507,Automatic,1,Hyundai,Hyundai Tucson,2017,1519000.0,2017,7,1086,19.0,Bangalore,7
Petrol,44074,Manual,1,Maruti,Maruti Swift Dzire,2012,409000.0,2012,5,1197,22.41,Bangalore,12
Petrol,21000,Automatic,1,Maruti,Maruti Wagon R,2017,539000.0,2017,5,998,21.79,Bangalore,7
Petrol,14089,Manual,1,Maruti,Maruti Swift,2021,737000.0,2021,5,1197,22.38,Bangalore,3
Diesel,94378,Manual,2,Honda,Honda City,2014,526000.0,2014,5,1498,26.0,Bangalore,10
Diesel,71000,Automatic,1,Mahindra,Mahindra XUV500,2016,1350000.0,2016,7,2179,16.0,Bangalore,8
Diesel,174000,Manual,1,Toyota,Toyota Fortuner,2018,3194000.0,2018,7,2755,14.24,Bangalore,6
Petrol,58000,Automatic,2,Hyundai,Hyundai Grand i10,2016,585000.0,2016,5,1197,18.9,Bangalore,8
Diesel,113000,Automatic,2,Audi,Audi Q3,2014,1495000.0,2014,5,1968,15.73,Bangalore,10
Diesel,170402,Automatic,2,Volvo,Volvo XC 90,2010,1090000.0,2010,7,2400,11.1,Bangalore,14
Diesel,30000,Automatic,2,Audi,Audi A4,2016,2100000.0,2016,5,1968,18.25,Bangalore,8
Petrol,59000,Manual,1,Maruti,Maruti Swift Dzire,2014,590000.0,2014,5,1197,19.1,Bangalore,10
Diesel,25883,Manual,1,Mahindra,Mahindra XUV500,2021,1898999.9999999998,2021,7,2179,15.1,Bangalore,3
Petrol,32746,Manual,1,Volkswagen,Volkswagen Taigun,2021,1545000.0,2021,5,999,20.08,Bangalore,3
Petrol,35038,Automatic,1,Skoda,Skoda Octavia,2017,1895000.0,2017,5,1798,14.7,Bangalore,7
Petrol,38995,Manual,3,Ford,Ford Freestyle,2018,540000.0,2018,5,1194,19.0,Bangalore,6
Petrol,61102,Manual,1,Maruti,Maruti Swift,2013,491000.0,2013,5,1197,22.38,Bangalore,11
Diesel,132000,Manual,2,Skoda,Skoda Yeti,2012,625000.0,2012,5,1968,17.67,Bangalore,12
Petrol,52288,Manual,1,Maruti,Maruti S-Presso,2021,436000.00000000006,2021,5,998,21.7,Bangalore,3
Petrol,69054,Automatic,1,Honda,Honda Jazz,2017,616000.0,2017,5,1199,19.0,Bangalore,7
Petrol,67000,Manual,1,Renault,Renault Duster,2015,675000.0,2015,5,1598,13.24,Bangalore,9
Diesel,51745,Manual,2,Maruti,Maruti Swift Dzire,2015,533000.0,2016,5,1248,26.59,Bangalore,9
Petrol,22000,Automatic,1,Audi,Audi A3 cabriolet,2015,3495000.0000000005,2015,4,1798,16.6,Bangalore,9
Petrol,11268,Manual,2,Hyundai,Hyundai Grand i10,2017,626000.0,2017,5,1197,18.9,Bangalore,7
Petrol,24357,Manual,1,Tata,Tata Tiago,2020,632000.0,2020,5,1199,20.09,Bangalore,4
Diesel,157000,Manual,2,Toyota,Toyota Innova Crysta,2016,1775000.0,2016,8,2393,13.68,Bangalore,8
Petrol,9982,Manual,1,Honda,Honda City,2018,1000000.0,2018,5,1497,17.0,Bangalore,6
Diesel,22000,Automatic,1,Audi,Audi A3,2020,2875000.0,2020,5,1968,20.38,Bangalore,4
Petrol,27000,Manual,1,Hyundai,Hyundai Venue,2020,1085000.0,2020,5,998,18.0,Bangalore,4
Diesel,68000,Automatic,2,BMW,BMW 3 Series,2017,2275000.0,2017,5,1995,22.69,Bangalore,7
Petrol,19000,Automatic,1,Hyundai,Hyundai Venue,2022,1365000.0,2022,5,998,18.15,Bangalore,2
Diesel,41000,Automatic,2,BMW,BMW X1,2012,1550000.0,2012,5,1995,17.05,Bangalore,12
Diesel,49000,Automatic,1,BMW,BMW X1,2018,3025000.0,2018,5,1995,20.68,Bangalore,6
Diesel,45000,Automatic,2,BMW,BMW 5 Series,2018,4275000.0,2018,5,1995,20.37,Bangalore,6
Diesel,75000,Automatic,2,BMW,BMW X5,2016,4450000.0,2016,5,2993,11.7,Bangalore,8
Petrol,39613,Manual,1,Maruti,Maruti Celerio,2015,483000.0,2015,5,998,25.24,Bangalore,9
Petrol,68906,Automatic,2,Honda,Honda City,2018,1007000.0,2018,5,1497,18.0,Bangalore,6
Petrol,33000,Automatic,1,Renault,Renault Duster,2019,994999.9999999999,2019,5,1498,13.9,Bangalore,5
Petrol,71423,Manual,1,Maruti,Maruti Swift Dzire,2016,573000.0,2016,5,1197,22.41,Bangalore,8
Petrol,17811,Manual,1,Maruti,Maruti Swift Dzire,2015,658000.0,2015,5,1197,22.41,Bangalore,9
Diesel,79000,Automatic,1,Hyundai,Hyundai Creta,2017,1245000.0,2017,5,1582,17.6,Bangalore,7
Petrol,9724,Automatic,1,Maruti,Maruti Baleno,2020,906000.0,2020,5,1197,21.4,Bangalore,4
Petrol,75000,Manual,1,Hyundai,Hyundai Creta,2019,1195000.0,2019,5,1591,15.8,Bangalore,5
Petrol,20754,Manual,1,Toyota,Toyota Yaris,2021,1031000.0,2021,5,1496,17.1,Bangalore,3
Petrol,50510,Manual,3,Hyundai,Hyundai Grand i10,2015,413000.0,2015,5,1197,18.9,Bangalore,9
Petrol,35000,Manual,1,Hyundai,Hyundai Grand i10,2019,624000.0,2019,5,1197,18.9,Bangalore,5
Diesel,85000,Manual,3,Hyundai,Hyundai Verna,2011,465000.00000000006,2011,5,1582,22.32,Bangalore,13
Petrol,48979,Automatic,1,Honda,Honda City,2018,1050000.0,2018,5,1497,18.0,Bangalore,6
Petrol,46000,Manual,2,Tata,Tata Nexon,2017,725000.0,2017,5,1198,17.0,Bangalore,7
Diesel,9000,Automatic,1,Mahindra,Mahindra Thar,2020,1800000.0,2021,4,2184,21.0,Bangalore,4
Diesel,70000,Manual,2,Ford,Ford Aspire,2018,650000.0,2018,5,1498,26.1,Bangalore,6
Diesel,78000,Automatic,2,Volvo,Volvo S60,2014,1395000.0,2014,5,1969,27.03,Bangalore,10
Diesel,1500,Manual,1,Honda,Honda Amaze,2021,865000.0,2021,5,1498,24.7,Bangalore,3
Diesel,70000,Automatic,2,BMW,BMW 5 Series,2011,1423000.0,2011,5,1995,18.48,Bangalore,13
Diesel,8187,Automatic,1,MG,MG Gloster,2023,4399000.0,2023,6,1996,13.92,Bangalore,1
Petrol,81777,Manual,3,Maruti,Maruti Swift Dzire,2014,475000.0,2014,5,1197,22.41,Bangalore,10
Petrol,48698,Automatic,2,Honda,Honda City,2016,747000.0,2017,5,1497,18.0,Bangalore,8
Petrol,21000,Automatic,1,Kia,Kia Seltos,2020,1590000.0,2020,5,1353,16.5,Bangalore,4
Petrol,67771,Automatic,2,Hyundai,Hyundai Grand i10,2016,520000.0,2016,5,1197,18.9,Bangalore,8
Petrol,60386,Manual,1,Maruti,Maruti Swift Dzire,2015,530000.0,2015,5,1197,22.41,Bangalore,9
Petrol,111374,Manual,1,Hyundai,Hyundai i20,2010,312000.0,2010,5,1197,18.5,Bangalore,14
Petrol,33000,Manual,2,Hyundai,Hyundai Creta,2017,919999.9999999999,2017,5,1591,15.8,Bangalore,7
Petrol,40561,Manual,1,Maruti,Maruti Alto 800,2021,403000.0,2022,5,796,22.05,Bangalore,3
Petrol,92529,Manual,1,Maruti,Maruti Swift,2013,415000.00000000006,2013,5,1197,22.38,Bangalore,11
Petrol,42000,Automatic,1,Honda,Honda Amaze,2019,850000.0,2019,5,1199,18.1,Bangalore,5
Diesel,55342,Automatic,1,Kia,Kia Carnival,2020,2700000.0,2020,7,2199,14.11,Bangalore,4
Diesel,51000,Manual,1,Ford,Ford Ecosport,2021,1145000.0,2021,5,1498,21.7,Bangalore,3
Diesel,37000,Manual,2,Mahindra,Mahindra XUV500,2018,1275000.0,2018,7,2179,15.1,Bangalore,6
Petrol,36468,Manual,1,Honda,Honda Jazz,2017,645000.0,2017,5,1199,18.7,Bangalore,7
Petrol,11250,Manual,1,Mahindra,Mahindra XUV300,2022,1440000.0,2022,5,1197,16.82,Bangalore,2
Petrol,36000,Manual,1,Maruti,Maruti Ertiga,2019,1145000.0,2019,7,1462,19.01,Bangalore,5
Petrol,36368,Automatic,1,Hyundai,Hyundai Venue,2019,1225000.0,2019,5,998,18.15,Bangalore,5
Diesel,36000,Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2016,5275000.0,2016,5,2987,13.5,Bangalore,8
Diesel,62000,Automatic,3,BMW,BMW X3,2017,3800000.0,2018,5,1995,18.56,Bangalore,7
Petrol,39466,Manual,1,Honda,Honda City,2018,888000.0000000001,2018,5,1497,17.4,Bangalore,6
Petrol,49570,Manual,1,Maruti,Maruti Swift,2014,507000.0,2014,5,1197,22.38,Bangalore,10
Petrol,23382,Automatic,2,Volkswagen,Volkswagen Vento,2018,1019999.9999999999,2018,5,1197,18.19,Bangalore,6
Petrol,42954,Manual,1,Maruti,Maruti S-Presso,2021,472000.0,2021,5,998,21.7,Bangalore,3
Petrol,68306,Manual,1,Maruti,Maruti Swift,2014,471000.0,2014,5,1197,22.38,Bangalore,10
Diesel,54961,Manual,1,Hyundai,Hyundai i20,2018,821000.0000000001,2019,5,1396,22.54,Bangalore,6
Petrol,91087,Manual,1,Maruti,Maruti Swift,2015,509999.99999999994,2015,5,1197,22.38,Bangalore,9
Petrol,16691,Manual,1,Renault,Renault KWID,2022,599000.0,2022,5,999,21.74,Bangalore,2
Petrol,80190,Manual,1,Maruti,Maruti Wagon R,2016,401999.99999999994,2016,5,998,20.51,Bangalore,8
Petrol,54639,Manual,1,Hyundai,Hyundai Creta,2017,1002000.0,2017,5,1591,15.29,Bangalore,7
Petrol,50225,Manual,1,Maruti,Maruti SX4 S Cross,2020,975000.0,2020,5,1462,18.55,Bangalore,4
Diesel,68017,Manual,1,Hyundai,Hyundai i20,2018,795000.0,2018,5,1396,22.54,Bangalore,6
Petrol,87912,Manual,1,Volkswagen,Volkswagen Polo,2016,550000.0,2016,5,1199,16.2,Bangalore,8
Petrol,2045,Manual,1,Tata,Tata Nexon,2021,1298000.0,2021,5,1199,17.57,Bangalore,3
Petrol,24305,Manual,1,Maruti,Maruti SX4 S Cross,2021,1085000.0,2021,5,1462,18.55,Bangalore,3
Petrol,2500,Automatic,1,Tata,Tata Nano,2015,335000.0,2015,4,624,25.4,Bangalore,9
Petrol,31489,Automatic,1,Tata,Tata Nexon,2020,1109000.0,2020,5,1199,17.05,Bangalore,4
Petrol,82268,Manual,2,Fiat,Fiat Linea,2014,350000.0,2014,5,1368,14.6,Bangalore,10
Diesel,73834,Manual,1,Ford,Ford Ecosport,2019,894999.9999999999,2019,5,1498,23.0,Bangalore,5
Diesel,73000,Manual,2,Toyota,Toyota Fortuner,2014,1775000.0,2014,7,2982,13.0,Bangalore,10
Petrol,41436,Manual,1,Maruti,Maruti Celerio,2017,466000.0,2017,5,998,23.1,Bangalore,7
Petrol,19024,Manual,2,Honda,Honda City,2019,924000.0,2019,5,1497,17.4,Bangalore,5
Diesel,73000,Manual,1,Mahindra,Mahindra Xylo,2016,775000.0,2016,8,2179,14.02,Bangalore,8
Petrol,73140,Manual,2,Maruti,Maruti Alto 800,2020,378000.0,2020,5,796,22.05,Bangalore,4
Petrol,29289,Manual,1,Maruti,Maruti Swift,2015,555000.0,2015,5,1197,22.38,Bangalore,9
Petrol,39116,Automatic,1,Honda,Honda City,2016,899000.0,2016,5,1497,18.0,Bangalore,8
Petrol,41958,Manual,1,Maruti,Maruti Alto 800,2019,370000.0,2019,5,796,24.7,Bangalore,5
Petrol,26626,Manual,1,Honda,Honda WR-V,2018,810000.0,2018,5,1199,17.5,Bangalore,6
Petrol,63460,Automatic,1,Honda,Honda Jazz,2019,774000.0,2019,5,1199,18.2,Bangalore,5
Petrol,35711,Manual,1,Hyundai,Hyundai Santro,2019,530000.0,2019,5,1086,20.3,Bangalore,5
Petrol,20057,Manual,1,Honda,Honda WR-V,2020,944999.9999999999,2020,5,1199,16.5,Bangalore,4
Petrol,25396,Manual,1,Tata,Tata Altroz,2020,880000.0000000001,2020,5,1199,19.33,Bangalore,4
Diesel,88000,Manual,1,Hyundai,Hyundai i20,2013,525000.0,2013,5,1396,21.27,Bangalore,11
Petrol,62000,Automatic,1,Jeep,Jeep Compass,2019,1605000.0,2019,5,1368,14.1,Bangalore,5
Petrol,35993,Manual,1,Honda,Honda City,2020,1170000.0,2020,5,1498,18.6,Bangalore,4
Petrol,34000,Automatic,1,Hyundai,Hyundai Grand i10,2017,650000.0,2017,5,1197,18.9,Bangalore,7
Petrol,51338,Manual,1,Honda,Honda WR-V,2019,875000.0,2019,5,1199,17.5,Bangalore,5
Petrol,74280,Manual,1,Hyundai,Hyundai Grand i10,2015,500000.0,2016,5,1197,18.9,Bangalore,9
Diesel,82000,Automatic,1,Land Rover,Land Rover Range Rover Sport,2019,9500000.0,2020,5,2993,12.65,Bangalore,5
Diesel,63773,Automatic,1,Audi,Audi A6,2015,2195000.0,2015,5,1968,17.68,Bangalore,9
Petrol,101356,Manual,2,Hyundai,Hyundai Grand i10,2015,395000.0,2016,5,1197,18.9,Bangalore,9
Cng,75591,Manual,1,Maruti,Maruti Alto 800,2020,421000.0,2020,4,796,31.59,Bangalore,4
Petrol,72208,Automatic,1,Hyundai,Hyundai Creta,2017,1300000.0,2017,5,1591,13.0,Bangalore,7
Petrol,51489,Manual,1,Maruti,Maruti Swift,2014,490000.00000000006,2014,5,1197,22.38,Bangalore,10
Petrol,74643,Automatic,1,Maruti,Maruti Ignis,2017,520000.0,2017,5,1197,20.89,Bangalore,7
Diesel,44000,Automatic,2,BMW,BMW X5,2008,1450000.0,2008,5,2993,15.3,Bangalore,16
Petrol,79575,Automatic,1,Honda,Honda Jazz,2017,616000.0,2017,5,1199,19.0,Bangalore,7
Petrol,54097,Manual,1,Honda,Honda WR-V,2018,825000.0,2018,5,1199,17.5,Bangalore,6
Petrol,35288,Manual,2,Honda,Honda City,2018,838000.0000000001,2018,5,1497,17.4,Bangalore,6
Petrol,70314,Automatic,1,Maruti,Maruti Swift,2019,618000.0,2019,5,1197,22.56,Bangalore,5
Diesel,96939,Manual,2,Renault,Renault Duster,2017,875000.0,2017,5,1461,19.72,Bangalore,7
Petrol,44824,Manual,2,Nissan,Nissan Micra,2010,390000.0,2010,5,1198,18.06,Bangalore,14
Diesel,169219,Manual,2,Toyota,Toyota Innova,2014,1349000.0,2014,7,2494,12.99,Bangalore,10
Petrol,92673,Manual,2,Honda,Honda City,2012,500000.0,2012,5,1497,16.8,Bangalore,12
Diesel,79000,Automatic,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,4100000.0,2014,7,2987,11.3,Bangalore,10
Diesel,20183,Automatic,1,Jeep,Jeep Compass,2020,2190000.0,2020,5,1956,17.1,Bangalore,4
Petrol,77130,Automatic,1,Toyota,Toyota Yaris,2018,795000.0,2018,5,1496,17.8,Bangalore,6
Petrol,45000,Automatic,1,Ford,Ford Ecosport,2017,775000.0,2017,5,1496,14.7,Bangalore,7
Petrol,27025,Automatic,2,Maruti,Maruti Baleno,2017,745000.0,2017,5,1197,19.56,Bangalore,7
Petrol,105153,Manual,1,Kia,Kia Seltos,2019,1125000.0,2019,5,1353,16.1,Bangalore,5
Diesel,70509,Manual,1,Mahindra,Mahindra XUV500,2016,1030000.0000000001,2016,7,2179,16.0,Bangalore,8
Petrol,11662,Automatic,2,Renault,Renault KWID,2020,582000.0,2020,5,999,22.0,Bangalore,4
Petrol,36176,Manual,1,Hyundai,Hyundai Grand i10,2018,615000.0,2019,5,1197,18.9,Bangalore,6
Petrol,74342,Automatic,2,Honda,Honda Jazz,2015,560000.0,2015,5,1199,19.0,Bangalore,9
Diesel,89837,Manual,1,Maruti,Maruti Baleno,2016,710000.0,2016,5,1248,27.39,Bangalore,8
Petrol,11912,Manual,2,Maruti,Maruti Swift,2015,535000.0,2015,5,1197,21.21,Bangalore,9
Diesel,55544,Manual,2,Maruti,Maruti Swift,2012,446000.0,2013,5,1248,22.9,Bangalore,12
Petrol,27027,Automatic,1,Ford,Ford Ecosport,2019,1018000.0,2019,5,1497,14.8,Bangalore,5
Petrol,56363,Automatic,1,Honda,Honda City,2017,840000.0,2017,5,1497,18.0,Bangalore,7
Petrol,42094,Manual,2,Hyundai,Hyundai Verna,2016,654000.0,2016,5,1591,17.01,Bangalore,8
Petrol,114912,Manual,1,Kia,Kia Seltos,2019,1125000.0,2019,5,1353,16.1,Bangalore,5
Petrol,33649,Manual,1,Maruti,Maruti Swift,2016,585000.0,2016,5,1197,22.0,Bangalore,8
Petrol,54000,Manual,1,Kia,Kia Seltos,2019,1250000.0,2019,5,1497,16.8,Bangalore,5
Petrol,69798,Manual,2,Hyundai,Hyundai Xcent,2014,475000.0,2014,5,1197,19.1,Bangalore,10
Petrol,69000,Manual,2,Hyundai,Hyundai i10,2010,310000.0,2010,5,1197,20.36,Bangalore,14
Diesel,49001,Automatic,1,Jeep,Jeep Compass,2020,2395000.0,2020,5,1956,17.1,Bangalore,4
Diesel,57527,Automatic,2,Hyundai,Hyundai Verna,2017,1085000.0,2017,5,1582,22.0,Bangalore,7
Diesel,57367,Manual,1,Fiat,Fiat Punto EVO,2015,475000.0,2015,5,1248,20.5,Bangalore,9
Petrol,50936,Manual,2,Maruti,Maruti Wagon R,2015,405999.99999999994,2015,5,998,20.51,Bangalore,9
Diesel,23237,Manual,1,Hyundai,Hyundai i20,2022,1084000.0,2022,5,1493,25.0,Bangalore,2
Petrol,66596,Automatic,1,Maruti,Maruti Celerio,2016,445000.0,2016,5,998,23.1,Bangalore,8
Diesel,36613,Manual,1,Mahindra,Mahindra XUV500,2016,1382000.0,2016,7,2179,16.0,Bangalore,8
Petrol,74104,Manual,1,Maruti,Maruti Swift Dzire,2015,601000.0,2015,5,1197,20.85,Bangalore,9
Petrol,6777,Manual,1,Hyundai,Hyundai Santro,2022,594000.0,2022,5,1086,20.3,Bangalore,2
Petrol,14560,Manual,1,Ford,Ford Ecosport,2020,960000.0,2020,5,1496,15.9,Bangalore,4
Petrol,27000,Automatic,1,Maruti,Maruti S-Presso,2021,575000.0,2021,5,998,21.7,Bangalore,3
Petrol,90333,Automatic,2,Honda,Honda City,2015,729000.0,2016,5,1497,18.0,Bangalore,9
Petrol,50114,Automatic,1,Mini,Mini Cooper Countryman,2019,3575000.0,2019,5,1998,16.6,Bangalore,5
Diesel,69301,Manual,1,Maruti,Maruti Vitara Brezza,2017,961999.9999999999,2017,5,1248,24.3,Bangalore,7
Petrol,71306,Manual,1,Renault,Renault KWID,2021,450000.0,2021,5,999,21.74,Bangalore,3
Petrol,35135,Automatic,1,Maruti,Maruti Baleno,2019,849000.0,2019,5,1197,19.56,Bangalore,5
Diesel,40561,Manual,1,Maruti,Maruti Ritz,2016,535000.0,2016,5,1248,23.2,Bangalore,8
Petrol,90000,Manual,1,Hyundai,Hyundai i20,2012,434999.99999999994,2012,5,1197,17.0,Bangalore,12
Petrol,60000,Automatic,2,Honda,Honda Jazz,2017,685000.0,2017,5,1199,19.0,Bangalore,7
Diesel,30000,Automatic,1,BMW,BMW X3,2019,5750000.0,2019,5,1995,16.55,Bangalore,5
Diesel,60000,Manual,2,Renault,Renault Duster,2016,730000.0,2016,5,1461,19.87,Bangalore,8
Diesel,102000,Manual,1,Mahindra,Mahindra XUV500,2015,1145000.0,2015,7,2179,16.0,Bangalore,9
Petrol,41659,Manual,2,Maruti,Maruti Wagon R,2015,409999.99999999994,2015,5,998,18.9,Bangalore,9
Petrol,85300,Automatic,2,Audi,Audi A4,2009,1075000.0,2009,5,1781,12.3,Bangalore,15
Petrol,32483,Automatic,2,Hyundai,Hyundai Verna,2017,849000.0,2017,5,1591,17.01,Bangalore,7
Petrol,34376,Manual,1,Hyundai,Hyundai i20,2018,749000.0,2018,5,1197,18.6,Bangalore,6
Petrol,36540,Manual,1,Hyundai,Hyundai Creta,2017,872000.0000000001,2017,5,1591,15.29,Bangalore,7
Petrol,148625,Manual,2,Hyundai,Hyundai i20,2011,306000.0,2011,5,1197,17.0,Bangalore,13
Diesel,81000,Automatic,4,Audi,Audi A6,2013,994999.9999999999,2014,5,2967,14.57,Bangalore,11
Petrol,5609,Manual,2,Hyundai,Hyundai i10,2013,348000.0,2013,5,1086,19.81,Bangalore,11
Petrol,37000,Automatic,1,Audi,Audi A3,2019,2425000.0,2019,5,1395,19.2,Bangalore,5
Petrol,6000,Manual,1,Hyundai,Hyundai Alcazar,2021,1725000.0,2021,6,1999,14.5,Bangalore,3
Diesel,61000,Manual,1,Renault,Renault Fluence,2013,500000.0,2013,5,1461,21.8,Bangalore,11
Petrol,30285,Automatic,2,Renault,Renault KWID,2018,417000.0,2018,5,999,24.04,Bangalore,6
Diesel,80153,Manual,2,Volkswagen,Volkswagen Vento,2011,399000.0,2011,5,1598,20.54,Bangalore,13
Petrol,49641,Automatic,1,Hyundai,Hyundai Grand i10,2016,541000.0,2017,5,1197,18.9,Bangalore,8
Petrol,83075,Automatic,2,Maruti,Maruti Baleno,2016,568000.0,2016,5,1197,21.4,Bangalore,8
Petrol,45677,Manual,1,Maruti,Maruti Baleno,2018,730000.0,2018,5,1197,21.4,Bangalore,6
Petrol,81849,Manual,1,Maruti,Maruti Celerio,2017,446000.0,2017,5,998,23.1,Bangalore,7
Diesel,67791,Manual,2,Maruti,Maruti Swift,2015,638000.0,2015,5,1248,25.2,Bangalore,9
Diesel,38100,Automatic,1,Volvo,Volvo XC40,2018,3750000.0,2019,5,1969,18.0,Bangalore,6
Petrol,65015,Manual,1,Hyundai,Hyundai i20,2018,694000.0,2019,5,1197,18.6,Bangalore,6
Diesel,47000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2018,4700000.0,2018,5,2143,17.9,Bangalore,6
Petrol,62029,Manual,1,Maruti,Maruti Swift,2014,493000.0,2014,5,1197,22.38,Bangalore,10
Diesel,94926,Manual,1,Maruti,Maruti Swift,2017,637000.0,2017,5,1248,25.2,Bangalore,7
Petrol,119487,Manual,1,Hyundai,Hyundai i20,2012,365000.0,2012,5,1197,17.0,Bangalore,12
Diesel,126000,Manual,1,Mahindra,Mahindra Bolero,2019,825000.0,2019,7,2523,15.96,Bangalore,5
Diesel,70332,Manual,1,Volkswagen,Volkswagen Ameo,2017,645000.0,2017,5,1498,21.66,Bangalore,7
Petrol,37950,Manual,1,Maruti,Maruti Ignis,2017,585000.0,2017,5,1197,20.89,Bangalore,7
Petrol,38100,Manual,1,Hyundai,Hyundai i20,2019,835000.0,2019,5,1197,18.6,Bangalore,5
Diesel,156039,Manual,2,Toyota,Toyota Fortuner,2012,1648999.9999999998,2012,7,2982,12.55,Bangalore,12
Petrol,56000,Manual,2,Maruti,Maruti SX4,2008,330000.0,2008,5,1586,15.0,Bangalore,16
Petrol,42000,Manual,2,Honda,Honda Brio,2014,425000.0,2014,5,1198,19.4,Bangalore,10
Diesel,93003,Manual,1,Hyundai,Hyundai i20,2018,750000.0,2018,5,1396,22.54,Bangalore,6
Petrol,36000,Automatic,2,Hyundai,Hyundai Grand i10,2017,675000.0,2017,5,1197,18.9,Bangalore,7
Petrol,20000,Automatic,1,Volkswagen,Volkswagen Polo,2022,1044000.0,2022,5,999,16.47,Hyderabad,2
Petrol,85582,Manual,2,Hyundai,Hyundai EON,2014,260000.0,2014,5,814,21.1,Hyderabad,10
Petrol,10000,Manual,1,Hyundai,Hyundai Venue,2023,955000.0000000001,2023,5,1197,11.0,Hyderabad,1
Petrol,50750,Manual,1,Maruti,Maruti Baleno,2017,671000.0,2017,5,1197,21.4,Hyderabad,7
Petrol,10000,Automatic,1,Mahindra,Mahindra Thar,2022,1900000.0,2022,4,1997,19.0,Hyderabad,2
Petrol,10000,Manual,1,Kia,Kia Sonet,2021,1178000.0,2021,5,998,18.2,Hyderabad,3
