Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location,Car_Age
4.0,1.6666666666666667e-05,1.0,2,28.0,252.0,2012,8700000.0,2012,4,624,25.4,1.0,12
1.0,1e-05,1.0,3,17.0,133.0,2013,490000.00000000006,2013,8,2179,12.05,1.0,11
4.0,4.484385370141168e-06,1.0,1,8.0,58.0,2014,300000.0,2017,5,1199,18.6,1.0,10
1.0,9.090909090909091e-06,1.0,1,20.0,173.0,2014,390000.0,2014,5,1248,25.2,1.0,10
1.0,7.5308576893822434e-06,1.0,2,6.0,53.0,2010,210000.0,2010,5,1399,20.0,1.0,14
1.0,3.407038942455112e-05,0.0,1,28.0,254.0,2021,1105000.0,2021,5,1497,22.07,1.0,3
4.0,9.952229299363058e-05,1.0,1,28.0,254.0,2018,725000.0,2018,5,1198,17.0,1.0,6
4.0,2e-05,1.0,2,20.0,157.0,2016,580000.0,2016,5,1373,20.73,1.0,8
4.0,6.804572672836147e-05,0.0,1,20.0,151.0,2017,659000.0,2017,5,1197,21.4,1.0,7
4.0,3.6828343092844256e-05,1.0,1,26.0,228.0,2016,356000.0,2016,5,799,25.17,1.0,8
4.0,2e-05,1.0,1,9.0,76.0,2016,480000.0,2016,5,1197,18.9,1.0,8
4.0,2.2789945076232365e-05,1.0,1,26.0,233.0,2021,689000.0,2021,7,999,20.0,1.0,3
4.0,2.4703557312252964e-05,1.0,1,30.0,285.0,2017,625000.0,2017,5,1199,16.2,1.0,7
4.0,3.1141006477329346e-05,1.0,1,6.0,49.0,2018,802999.9999999999,2018,5,1497,17.0,1.0,6
4.0,3.201126796632415e-05,1.0,2,20.0,154.0,2017,516000.0,2017,5,998,25.24,1.0,7
1.0,5e-05,1.0,1,20.0,157.0,2018,950000.0,2018,5,1248,28.09,1.0,6
1.0,1.25e-05,1.0,2,17.0,142.0,2014,825000.0,2014,7,2179,15.1,1.0,10
1.0,1.0975502678022653e-05,1.0,1,17.0,129.0,2017,375000.0,2017,6,1198,25.32,1.0,7
4.0,1.4541858740384197e-05,1.0,0,20.0,148.0,2009,180000.0,2009,6,796,19.7,1.0,15
4.0,3.3333333333333335e-05,0.0,1,13.0,103.0,2022,1900000.0,2022,6,1353,16.5,1.0,2
4.0,0.0001,1.0,1,13.0,106.0,2022,900000.0,2022,5,1197,18.4,1.0,2
4.0,2.347417840375587e-05,1.0,1,20.0,149.0,2013,204999.99999999997,2013,5,796,22.74,1.0,11
4.0,7.535795026375282e-05,1.0,0,20.0,151.0,2021,710000.0,2021,1,1197,21.01,1.0,3
4.0,2.5e-05,1.0,1,20.0,174.0,2019,630000.0,2019,5,1197,21.21,1.0,5
4.0,8.333333333333334e-06,1.0,3,6.0,51.0,2009,155000.0,2009,5,1086,15.3,1.0,15
4.0,4.487121959974872e-05,1.0,2,8.0,62.0,2017,799000.0,2017,5,1497,17.8,1.0,7
4.0,8.242664029014178e-05,1.0,1,20.0,177.0,2022,630000.0,2022,5,1197,20.52,1.0,2
4.0,1.2650541443173768e-05,1.0,1,28.0,259.0,2018,415000.00000000006,2018,5,1199,19.01,1.0,6
4.0,2.0678246484698098e-05,1.0,3,28.0,259.0,2016,417000.0,2016,5,1199,23.84,1.0,8
4.0,1.833583923136162e-05,1.0,2,26.0,228.0,2016,334000.0,2016,5,799,25.17,1.0,8
4.0,3.109742824268433e-05,1.0,1,20.0,174.0,2017,590000.0,2017,5,1197,20.85,1.0,7
4.0,2.925516353636417e-05,1.0,1,13.0,105.0,2019,1028999.9999999999,2019,5,1497,16.8,1.0,5
1.0,5.65607660590155e-06,1.0,1,20.0,173.0,2009,250000.0,2010,5,1248,28.4,1.0,15
4.0,1.2268734357363695e-05,1.0,1,24.0,216.0,2021,711000.0,2021,5,999,18.75,1.0,3
4.0,2.3789133123988963e-05,0.0,2,28.0,254.0,2020,950000.0,2020,5,1199,16.35,1.0,4
1.0,4.4444444444444447e-05,0.0,1,21.0,197.0,2015,2140000.0,2016,5,2143,13.0,1.0,9
4.0,1.25e-05,1.0,3,2.0,25.0,2008,140000.0,2008,5,1399,14.49,1.0,16
4.0,3.3738191632928474e-05,1.0,1,8.0,68.0,2017,760000.0,2018,5,1199,17.5,1.0,7
1.0,1.923076923076923e-05,0.0,1,14.0,114.0,2018,7000000.0,2018,5,1999,22.3,1.0,6
1.0,1e-05,1.0,3,9.0,88.0,2012,300000.0,2012,5,1396,21.9,1.0,12
1.0,3.125e-05,1.0,1,6.0,49.0,2020,1080000.0,2020,5,1498,21.7,1.0,4
4.0,4.223329673114283e-05,1.0,2,20.0,157.0,2016,650000.0,2016,5,1373,20.73,1.0,8
4.0,2.5972676744065244e-05,1.0,1,20.0,151.0,2018,680000.0,2018,5,1197,21.01,1.0,6
1.0,1e-05,0.0,1,27.0,235.0,2018,2200000.0,2018,7,1968,16.25,1.0,6
4.0,3.3333333333333335e-05,1.0,2,6.0,53.0,2020,515000.00000000006,2020,5,1194,18.5,1.0,4
4.0,2.4943254096929487e-05,1.0,1,9.0,76.0,2019,520000.0,2020,5,1197,18.9,1.0,5
4.0,2.0784403383700872e-05,1.0,1,26.0,228.0,2016,344000.0,2016,5,799,25.17,1.0,8
1.0,2e-05,0.0,1,21.0,190.0,2017,3100000.0,2017,5,2143,19.27,1.0,7
4.0,1.9807471378203857e-05,1.0,1,9.0,83.0,2021,923000.0,2021,5,998,18.27,1.0,3
4.0,3.778575477045154e-05,0.0,1,8.0,65.0,2017,662000.0,2017,5,1199,19.0,1.0,7
4.0,2e-05,0.0,2,21.0,190.0,2008,750000.0,2008,5,1796,11.74,1.0,16
4.0,3.0078806472959153e-05,0.0,1,20.0,174.0,2017,637000.0,2017,5,1197,21.21,1.0,7
1.0,3.3333333333333335e-05,1.0,1,6.0,49.0,2019,800000.0,2019,5,1498,23.0,1.0,5
4.0,3.149209548403351e-05,1.0,1,26.0,228.0,2021,454000.0,2021,5,999,21.74,1.0,3
1.0,1.0870510479172103e-05,1.0,2,12.0,99.0,2018,1184000.0,2018,5,1956,17.1,1.0,6
1.0,1.4285714285714285e-05,1.0,1,20.0,176.0,2019,760000.0,2019,5,1248,24.3,1.0,5
1.0,1.6666666666666667e-05,1.0,1,29.0,274.0,2013,1100000.0,2013,8,2494,12.99,1.0,11
4.0,3.3333333333333335e-05,1.0,1,9.0,76.0,2019,545000.0,2019,5,1197,18.9,1.0,5
4.0,2e-05,0.0,2,27.0,239.0,2013,400000.0,2013,5,1598,14.3,1.0,11
4.0,1.8779342723004694e-05,1.0,1,20.0,177.0,2010,254999.99999999997,2010,5,998,21.79,1.0,14
1.0,1.939676074095626e-05,1.0,1,27.0,234.0,2010,250000.0,2010,5,1422,19.4,1.0,14
4.0,0.0001,1.0,1,20.0,173.0,2022,750000.0,2022,5,1197,22.38,1.0,2
1.0,2.5e-05,1.0,1,9.0,88.0,2019,700000.0,2019,5,1396,22.54,1.0,5
4.0,9.090909090909091e-06,1.0,1,8.0,62.0,2011,365000.0,2011,5,1497,16.8,1.0,13
4.0,1.6666666666666667e-05,1.0,1,8.0,62.0,2017,750000.0,2017,5,1497,17.4,1.0,7
4.0,1.1697821865568631e-05,1.0,3,9.0,73.0,2014,254000.0,2014,5,814,21.1,1.0,10
4.0,0.00019912385503783353,0.0,1,28.0,243.0,2022,925000.0,2022,5,1199,18.5,1.0,2
4.0,2.5389732392220588e-05,0.0,1,20.0,151.0,2019,750000.0,2019,5,1197,19.56,1.0,5
4.0,1.3759132624279365e-05,1.0,2,26.0,228.0,2016,326000.0,2016,5,799,25.17,1.0,8
4.0,1.194200960137572e-05,1.0,2,9.0,76.0,2015,432000.0,2015,5,1197,18.9,1.0,9
4.0,9.477774618519572e-05,1.0,1,30.0,285.0,2021,950000.0,2021,5,1199,16.2,1.0,3
4.0,3.1451486082717406e-05,0.0,3,20.0,154.0,2019,479000.0,2019,5,998,23.1,1.0,5
4.0,1.3045293258192444e-05,1.0,2,20.0,169.0,2009,229999.99999999997,2009,5,1197,21.1,1.0,15
4.0,1.903891554337065e-05,1.0,1,4.0,38.0,2017,301000.0,2017,5,799,22.7,1.0,7
1.0,1.0398793739926168e-05,1.0,1,20.0,173.0,2013,443000.0,2013,5,1248,22.9,1.0,11
1.0,1.0768899418479431e-05,1.0,1,9.0,88.0,2014,440000.00000000006,2014,5,1396,22.54,1.0,10
4.0,2.1287465940054495e-05,1.0,1,20.0,159.0,2013,660000.0,2013,7,1462,19.01,1.0,11
4.0,2.748536404364676e-05,1.0,1,20.0,148.0,2007,165000.0,2008,5,796,19.7,1.0,17
4.0,0.0005,0.0,1,17.0,141.0,2022,1090000.0,2022,5,1197,17.0,1.0,2
4.0,3.846153846153846e-05,0.0,1,13.0,106.0,2021,1225000.0,2021,5,998,18.3,1.0,3
4.0,2.331491455083817e-05,0.0,1,20.0,173.0,2018,620000.0,2018,5,1197,21.21,1.0,6
4.0,2.8868360277136258e-05,1.0,1,20.0,177.0,2015,395000.0,2015,5,998,18.9,1.0,9
4.0,2.5e-05,1.0,1,20.0,151.0,2017,580000.0,2017,5,1197,21.4,1.0,7
1.0,7.73359318206425e-06,1.0,0,20.0,174.0,2009,310000.0,2009,1,1248,19.3,1.0,15
4.0,2.3440063756973418e-05,1.0,1,30.0,287.0,2021,1450000.0,2021,5,999,20.08,1.0,3
4.0,1.5622314914624048e-05,0.0,1,9.0,85.0,2016,525000.0,2016,5,1197,19.1,1.0,8
4.0,1.1661807580174927e-05,1.0,3,20.0,173.0,2013,409999.99999999994,2014,5,1197,22.38,1.0,11
4.0,4.03648986841043e-05,1.0,1,8.0,65.0,2021,865000.0,2021,5,1199,17.1,1.0,3
4.0,1.345026093506214e-05,1.0,1,9.0,76.0,2019,581000.0,2019,5,1197,18.9,1.0,5
4.0,2.456338581710103e-05,1.0,1,28.0,261.0,2017,518000.0,2017,5,1199,20.3,1.0,7
4.0,2.5389732392220588e-05,0.0,1,20.0,151.0,2019,790000.0,2019,5,1197,19.56,1.0,5
4.0,1.0660298914781571e-05,1.0,2,20.0,151.0,2016,547000.0,2016,5,1197,21.4,1.0,8
1.0,1.25e-05,1.0,1,6.0,53.0,2014,300000.0,2014,5,1399,20.0,1.0,10
4.0,1.1586948461253244e-05,1.0,1,28.0,259.0,2016,407000.0,2017,5,1199,23.84,1.0,8
4.0,2.1474895846755144e-05,1.0,2,8.0,68.0,2019,692000.0,2019,5,1199,17.5,1.0,5
4.0,1.3446824532386678e-05,1.0,1,20.0,173.0,2015,455000.0,2015,5,1197,21.21,1.0,9
4.0,2.0790885275895046e-05,1.0,1,20.0,149.0,2016,295000.0,2017,5,796,22.74,1.0,8
4.0,2.746649088112503e-05,0.0,2,8.0,62.0,2014,680000.0,2014,5,1497,18.0,1.0,10
1.0,1.6666666666666667e-05,1.0,1,20.0,159.0,2017,985000.0,2017,7,1248,24.52,1.0,7
4.0,1.620850622406639e-05,1.0,2,9.0,87.0,2014,340000.0,2014,5,1197,20.36,1.0,10
1.0,9.090909090909091e-06,1.0,1,28.0,248.0,2007,100000.0,2007,5,1396,17.2,1.0,17
4.0,1.173392159393591e-05,1.0,1,20.0,154.0,2015,365000.0,2015,5,998,23.1,1.0,9
1.0,8.333333333333334e-06,1.0,1,29.0,274.0,2012,1050000.0,2012,8,2494,12.99,1.0,12
1.0,9.090909090909091e-06,1.0,2,28.0,250.0,2013,183000.0,2013,5,1396,25.0,1.0,11
4.0,2.944554047289538e-05,1.0,1,30.0,285.0,2016,660000.0,2016,5,1199,16.2,1.0,8
4.0,1.3055341593012781e-05,1.0,2,8.0,58.0,2014,403000.0,2014,5,1198,18.0,1.0,10
4.0,2.7342575123725154e-05,1.0,3,20.0,151.0,2017,563000.0,2017,5,1197,21.4,1.0,7
4.0,0.0001,0.0,1,29.0,273.0,2023,2000000.0,2023,5,1462,20.58,1.0,1
4.0,2.191252519940398e-05,0.0,1,20.0,177.0,2016,436000.00000000006,2016,5,998,20.51,1.0,8
4.0,1.7036355582813723e-05,0.0,1,20.0,157.0,2017,681000.0,2017,5,1373,19.12,1.0,7
4.0,0.0001,1.0,1,20.0,177.0,2023,590000.0,2023,5,998,24.35,1.0,1
1.0,1.2886099764184374e-05,1.0,1,20.0,151.0,2016,632000.0,2016,5,1248,27.39,1.0,8
1.0,1.6666666666666667e-05,0.0,1,20.0,176.0,2019,890000.0,2019,5,1248,24.3,1.0,5
1.0,1.5226494099733536e-05,0.0,2,8.0,58.0,2018,726000.0,2018,5,1498,23.8,1.0,6
1.0,8.278351283558366e-06,1.0,1,20.0,174.0,2015,551000.0,2015,5,1248,26.59,1.0,9
4.0,0.0001,0.0,1,9.0,88.0,2019,850000.0,2019,5,1197,17.4,1.0,5
4.0,5.4860653938994955e-05,1.0,2,20.0,150.0,2018,382000.0,2018,5,998,23.95,1.0,6
1.0,2.9714149878171984e-05,1.0,1,20.0,174.0,2017,765000.0,2017,5,1248,19.3,1.0,7
4.0,1.62250742297146e-05,1.0,2,20.0,181.0,2010,195000.0,2010,5,998,19.0,1.0,14
4.0,2.2058985727836234e-05,1.0,1,26.0,228.0,2018,390000.0,2018,5,999,23.01,1.0,6
1.0,1.5705983979896342e-05,1.0,1,9.0,76.0,2018,480000.0,2019,5,1186,24.0,1.0,6
1.0,1.0467367980321348e-05,1.0,1,20.0,173.0,2013,455000.0,2013,5,1248,22.9,1.0,11
1.0,5.7142857142857145e-06,0.0,1,29.0,275.0,2016,1750000.0,2016,7,2755,11.36,1.0,8
1.0,1.25e-05,1.0,2,30.0,285.0,2015,520000.0,2015,5,1498,20.14,1.0,9
1.0,1.801801801801802e-05,0.0,1,29.0,275.0,2020,2625000.0,2020,7,2393,13.68,1.0,4
4.0,2.359882005899705e-05,1.0,2,8.0,68.0,2017,782000.0,2017,5,1199,17.5,1.0,7
1.0,1.5834059061040297e-05,1.0,2,9.0,85.0,2018,611000.0,2018,5,1186,25.4,1.0,6
1.0,1.1764705882352942e-05,1.0,2,29.0,270.0,2015,1700000.0,2015,7,2982,13.0,1.0,9
1.0,9.42320558607627e-06,1.0,1,20.0,174.0,2014,515000.00000000006,2014,5,1248,23.4,1.0,10
4.0,1.9603230612404924e-05,1.0,1,20.0,173.0,2022,679000.0,2022,5,1197,22.38,1.0,2
4.0,1.5890672175433022e-05,1.0,1,20.0,174.0,2012,409999.99999999994,2012,5,1197,19.0,1.0,12
1.0,8.989410474461085e-06,1.0,1,17.0,137.0,2019,798000.0,2019,7,1493,18.49,1.0,5
4.0,6.25e-05,1.0,1,13.0,106.0,2022,944999.9999999999,2022,5,1197,18.4,1.0,2
1.0,1.3717797470438146e-05,1.0,1,26.0,226.0,2018,885000.0,2018,5,1461,19.6,1.0,6
4.0,1.0274746727493167e-05,1.0,1,9.0,88.0,2018,574000.0,2018,5,1197,18.6,1.0,6
1.0,0.0005347593582887701,1.0,1,8.0,68.0,2018,710000.0,2018,5,1498,25.5,1.0,6
4.0,0.0001,0.0,1,9.0,79.0,2022,620000.0,2022,5,1086,20.3,1.0,2
1.0,9.090909090909091e-06,1.0,1,2.0,26.0,2016,225000.0,2016,5,936,25.44,1.0,8
4.0,5e-05,1.0,1,20.0,166.0,2017,500000.0,2017,5,1197,20.89,1.0,7
1.0,1.4285714285714285e-05,1.0,1,9.0,72.0,2018,1150000.0,2018,5,1582,19.67,1.0,6
4.0,3.3333333333333335e-05,1.0,1,4.0,38.0,2018,285000.0,2018,5,799,22.7,1.0,6
4.0,5.976143236201086e-06,1.0,0,8.0,62.0,2015,445000.0,2015,1,1497,17.4,1.0,9
4.0,1.391072099266905e-05,1.0,2,8.0,62.0,2015,550000.0,2015,5,1497,17.4,1.0,9
1.0,1e-05,1.0,2,6.0,53.0,2011,200000.0,2011,5,1399,20.0,1.0,13
4.0,5e-05,0.0,2,27.0,236.0,2021,1300000.0,2021,5,999,17.2,1.0,3
4.0,1.627975124540097e-05,1.0,2,26.0,226.0,2018,678000.0,2018,5,1498,14.19,1.0,6
4.0,8.214564422721485e-06,1.0,2,29.0,269.0,2012,310000.0,2012,5,1086,18.3,1.0,12
4.0,6.666666666666667e-05,0.0,1,9.0,72.0,2022,1825000.0,2022,5,1497,14.0,1.0,2
1.0,1.4045930191726947e-05,1.0,1,20.0,173.0,2013,430999.99999999994,2013,5,1248,22.9,1.0,11
4.0,1.0905125408942203e-05,0.0,1,30.0,290.0,2016,728000.0,2016,5,1197,18.19,1.0,8
4.0,7.534432355866309e-06,1.0,0,20.0,150.0,2015,225000.0,2015,1,998,23.95,1.0,9
1.0,1.68827660723933e-05,1.0,1,20.0,176.0,2016,861000.0,2016,5,1248,24.3,1.0,8
4.0,1.8174218054268214e-05,0.0,1,30.0,285.0,2017,780000.0,2017,5,1197,17.21,1.0,7
1.0,1.714589441558219e-05,1.0,1,9.0,72.0,2020,1478000.0,2020,5,1493,14.0,1.0,4
1.0,1.3605812403058587e-05,1.0,2,17.0,137.0,2016,695000.0,2016,7,1493,18.49,1.0,8
1.0,1.895986197220484e-05,1.0,1,20.0,176.0,2018,800000.0,2018,5,1248,24.3,1.0,6
1.0,2.0408163265306123e-05,0.0,1,1.0,20.0,2018,2700000.0,2018,5,1995,17.05,1.0,6
1.0,1e-05,1.0,2,9.0,84.0,2012,420000.0,2012,5,1582,22.32,1.0,12
4.0,8.98069151324652e-06,1.0,1,20.0,173.0,2011,290000.0,2011,5,1197,16.1,1.0,13
1.0,9.523809523809523e-06,0.0,2,14.0,112.0,2013,2000000.0,2013,5,2179,12.7,1.0,11
1.0,6.666666666666667e-06,1.0,1,27.0,238.0,2005,100000.0,2005,5,1896,18.7,1.0,19
0.0,5e-05,1.0,1,28.0,259.0,2022,650000.0,2022,5,1199,26.49,1.0,2
1.0,1.583932587829062e-05,1.0,1,6.0,48.0,2017,500000.0,2017,5,1498,25.83,1.0,7
4.0,1.1167319954884027e-05,0.0,1,8.0,62.0,2019,790000.0,2019,5,1497,17.4,1.0,5
1.0,4e-05,1.0,1,6.0,49.0,2018,900000.0,2018,5,1498,21.7,1.0,6
4.0,1.6238247568322426e-05,1.0,2,30.0,285.0,2016,568000.0,2016,5,1199,16.2,1.0,8
1.0,9.803729338640418e-06,1.0,1,8.0,58.0,2015,461000.00000000006,2015,5,1498,25.8,1.0,9
4.0,2.565418163160595e-05,1.0,2,20.0,177.0,2016,400000.0,2016,5,998,18.9,1.0,8
4.0,9.219733918479112e-06,0.0,1,9.0,74.0,2017,983000.0,2018,5,1999,14.62,1.0,7
4.0,3.3296706955682086e-05,1.0,1,8.0,68.0,2017,739000.0,2017,5,1199,17.5,1.0,7
4.0,3.4383166001925455e-05,1.0,1,26.0,228.0,2016,340000.0,2016,5,799,25.17,1.0,8
4.0,1.4401543845500238e-05,1.0,3,20.0,154.0,2016,366000.0,2016,5,998,23.1,1.0,8
4.0,1.4285714285714285e-05,1.0,2,8.0,67.0,2009,300000.0,2009,5,2354,12.8,1.0,15
4.0,1.134790404212342e-05,1.0,3,20.0,173.0,2013,368000.0,2013,5,1197,22.38,1.0,11
4.0,1.0176770503648372e-05,1.0,2,30.0,290.0,2011,346000.0,2011,5,1598,15.04,1.0,13
4.0,1.357330944430871e-05,1.0,2,8.0,65.0,2016,450000.0,2016,5,1199,18.7,1.0,8
4.0,2.6512540431624158e-05,1.0,1,20.0,154.0,2016,450000.0,2016,5,998,23.1,1.0,8
1.0,1.5144631228229593e-05,1.0,1,8.0,65.0,2016,590000.0,2016,5,1498,27.3,1.0,8
4.0,1.3867702121758425e-05,1.0,1,9.0,80.0,2006,185000.0,2006,5,1086,17.0,1.0,18
4.0,2.857142857142857e-05,0.0,1,31.0,297.0,2017,8200000.0,2018,4,1969,18.0,1.0,7
4.0,1e-05,1.0,1,8.0,62.0,2008,200000.0,2008,5,1497,17.0,1.0,16
4.0,0.0001,1.0,1,9.0,76.0,2013,300000.0,2013,5,1197,18.9,1.0,11
4.0,5e-05,1.0,1,20.0,169.0,2010,150000.0,2010,5,1197,21.1,1.0,14
4.0,1.1111111111111112e-05,1.0,4,5.0,44.0,2014,180000.0,2014,5,1172,15.7,1.0,10
4.0,1.7819594426030862e-05,0.0,1,29.0,272.0,2020,843000.0,2020,5,1197,19.56,1.0,4
4.0,1.0641920653839604e-05,1.0,1,9.0,87.0,2012,300000.0,2013,5,1197,20.36,1.0,12
4.0,3.3333333333333335e-05,1.0,1,9.0,77.0,2021,560000.0,2021,5,1197,20.7,1.0,3
4.0,2.4175611642974568e-05,1.0,2,30.0,285.0,2020,744000.0,2020,5,999,17.74,1.0,4
4.0,9.182905103858657e-06,0.0,2,8.0,62.0,2013,419000.00000000006,2013,5,1497,16.8,1.0,11
4.0,0.00028571428571428574,0.0,1,29.0,275.0,2022,2655000.0,2022,7,2694,8.0,1.0,2
4.0,2.8098569782798055e-05,1.0,1,13.0,105.0,2020,1369000.0,2020,5,1497,16.8,1.0,4
4.0,2.408825938237703e-05,1.0,1,9.0,87.0,2016,380000.0,2016,5,1086,19.81,1.0,8
4.0,3.5810205908683974e-05,1.0,1,26.0,233.0,2021,661000.0,2021,7,999,20.0,1.0,3
4.0,0.0001,0.0,1,27.0,240.0,2022,2000000.0,2022,5,1498,18.41,1.0,2
4.0,2.5e-05,1.0,2,17.0,128.0,2017,320000.0,2017,6,1198,18.15,1.0,7
4.0,1.6666666666666667e-05,1.0,2,9.0,73.0,2014,200000.0,2014,5,814,21.1,1.0,10
4.0,1.1111111111111112e-05,1.0,5,9.0,84.0,2008,145000.0,2008,5,1599,13.9,1.0,16
4.0,1.5210513506935993e-05,1.0,3,30.0,285.0,2013,325000.0,2013,5,1198,16.47,1.0,11
4.0,1.25e-05,0.0,4,20.0,147.0,2011,200000.0,2011,5,998,16.98,1.0,13
4.0,3.3333333333333335e-05,0.0,2,20.0,159.0,2020,1025000.0,2020,7,1462,17.99,1.0,4
4.0,5e-05,0.0,1,27.0,236.0,2022,1300000.0,2022,5,999,17.2,1.0,2
4.0,1.1111111111111112e-05,1.0,3,30.0,290.0,2012,231999.99999999997,2012,5,1598,15.8,1.0,12
4.0,5.360493165371214e-05,1.0,1,30.0,287.0,2021,1639000.0,2022,5,1498,17.88,1.0,3
4.0,1.93881112102059e-05,1.0,1,28.0,259.0,2020,536000.0,2020,5,1199,19.01,1.0,4
1.0,8.849557522123894e-06,1.0,1,6.0,53.0,2012,229999.99999999997,2012,5,1498,25.83,1.0,12
4.0,3.5892466171350634e-05,1.0,1,26.0,228.0,2016,357000.0,2016,5,799,25.17,1.0,8
4.0,4.897399480875655e-05,1.0,1,20.0,157.0,2020,786000.0,2020,5,1462,21.56,1.0,4
4.0,2.0339672531272246e-05,1.0,2,30.0,290.0,2013,409999.99999999994,2013,5,1598,16.09,1.0,11
4.0,2.6103526586441827e-05,1.0,2,8.0,68.0,2018,607000.0,2018,5,1199,17.5,1.0,6
4.0,8.333333333333333e-05,0.0,1,29.0,278.0,2022,1150000.0,2022,5,1462,18.76,1.0,2
4.0,3.587830080367394e-05,0.0,1,8.0,65.0,2017,684000.0,2017,5,1199,19.0,1.0,7
4.0,7.131141695785496e-05,1.0,1,26.0,228.0,2022,451000.0,2022,5,799,22.25,1.0,2
4.0,3.3333333333333335e-05,1.0,1,20.0,159.0,2019,985000.0,2019,7,1462,19.34,1.0,5
1.0,3.3333333333333335e-05,1.0,1,28.0,254.0,2021,800000.0,2021,5,1497,21.5,1.0,3
1.0,8.592763174854138e-06,1.0,2,9.0,84.0,2012,450000.0,2012,5,1582,23.9,1.0,12
1.0,7.628346937218705e-05,1.0,1,30.0,285.0,2021,785000.0,2021,5,1199,22.07,1.0,3
1.0,1.4814814814814815e-05,1.0,1,6.0,48.0,2015,415000.00000000006,2015,5,1498,25.83,1.0,9
4.0,1.1880858748470339e-05,1.0,1,9.0,80.0,2007,150000.0,2007,5,1086,10.0,1.0,17
1.0,2e-05,0.0,2,0.0,1.0,2016,1500000.0,2016,5,1968,20.38,1.0,8
4.0,1.25e-05,1.0,3,6.0,53.0,2011,170000.0,2011,5,1196,15.6,1.0,13
4.0,6.90846286701209e-05,1.0,1,20.0,159.0,2022,1000000.0,2022,7,1373,16.02,1.0,2
4.0,5e-05,0.0,3,9.0,77.0,2020,570000.0,2020,5,1197,20.7,1.0,4
4.0,1.8645932389849155e-05,0.0,1,20.0,151.0,2018,638000.0,2019,5,1197,21.4,1.0,6
4.0,1.080356949936259e-05,0.0,1,6.0,49.0,2018,674000.0,2018,5,1497,14.8,1.0,6
4.0,1.1111111111111112e-05,1.0,3,20.0,171.0,2010,200000.0,2010,5,1586,15.0,1.0,14
4.0,4.050222762251924e-05,1.0,1,20.0,149.0,2021,433000.0,2021,5,796,22.05,1.0,3
4.0,6.283380458686774e-05,0.0,1,26.0,228.0,2020,518000.0,2020,5,999,22.0,1.0,4
1.0,1e-05,1.0,2,6.0,53.0,2011,175000.0,2011,5,1399,20.0,1.0,13
4.0,2.7480076944215445e-05,1.0,1,26.0,229.0,2021,840000.0,2021,5,999,20.5,1.0,3
4.0,0.00010974539069359087,1.0,1,20.0,169.0,2012,295000.0,2012,5,1197,21.1,1.0,12
4.0,7.182360123536594e-05,0.0,1,6.0,53.0,2021,740000.0,2021,5,1194,16.0,1.0,3
4.0,1.716355148207267e-05,1.0,1,20.0,154.0,2017,520000.0,2017,5,998,25.24,1.0,7
4.0,5e-05,1.0,1,20.0,158.0,2021,470000.0,2021,7,1196,16.11,1.0,3
1.0,1.25e-05,1.0,3,20.0,169.0,2015,200000.0,2015,5,1248,23.2,1.0,9
1.0,1.5153581548999105e-05,1.0,0,20.0,173.0,2013,395000.0,2013,6,1248,22.9,1.0,11
1.0,7.464357692020602e-05,1.0,1,17.0,129.0,2016,350000.0,2016,6,1198,25.32,1.0,8
4.0,1.7506696311339088e-05,0.0,2,20.0,157.0,2015,550000.0,2015,5,1373,19.12,1.0,9
4.0,1.4200914538896305e-05,1.0,1,28.0,263.0,2015,400000.0,2016,5,1193,17.57,1.0,9
4.0,4.460104366442175e-05,0.0,0,8.0,58.0,2019,640000.0,2019,2,1199,19.0,1.0,5
1.0,1.2041664157986634e-05,1.0,0,28.0,248.0,2009,135000.0,2009,8,1405,17.0,1.0,15
4.0,1.1532030213919161e-05,1.0,0,9.0,87.0,2008,170000.0,2008,8,1197,20.36,1.0,16
4.0,1.2981618028871118e-05,1.0,0,9.0,87.0,2008,195000.0,2008,7,1086,19.81,1.0,16
4.0,4.626630887387804e-05,1.0,1,4.0,38.0,2019,312000.0,2019,5,799,22.7,1.0,5
4.0,2.8268551236749116e-05,1.0,1,20.0,149.0,2020,383000.0,2020,5,796,22.05,1.0,4
1.0,1.1167569378524763e-05,1.0,0,30.0,290.0,2010,310000.0,2010,8,1598,20.54,1.0,14
4.0,1.2005090158227088e-05,1.0,1,9.0,88.0,2019,590000.0,2019,5,1197,18.6,1.0,5
4.0,3.007518796992481e-05,0.0,1,20.0,166.0,2022,758000.0,2022,5,1197,20.89,1.0,2
4.0,1.3333333333333333e-05,1.0,2,8.0,65.0,2015,480000.0,2015,5,1199,18.2,1.0,9
1.0,1.1490818835750236e-05,1.0,1,6.0,49.0,2018,794000.0,2018,5,1498,23.0,1.0,6
1.0,3.0303030303030302e-05,0.0,1,29.0,275.0,2021,2850000.0,2021,7,2393,12.0,1.0,3
4.0,2.681396471282244e-05,1.0,2,8.0,62.0,2020,1069000.0,2020,5,1498,18.6,1.0,4
4.0,1.5188335358444715e-05,1.0,1,26.0,228.0,2016,327000.0,2017,5,799,25.17,1.0,8
1.0,2.2222222222222223e-05,0.0,2,10.0,93.0,2019,1900000.0,2019,7,2999,13.8,1.0,5
